temperatura,vacuo,energia
24.62,58.66,449.8
28.15,72.24,431.75
18.89,66.86,454.02
23.28,68.28,442.04
24.58,71.94,433.99
11.4,52.75,465.79
27.53,70.32,433.72
17.48,43.14,459.59
18.65,52.08,449.55
25.23,64.63,447.28
26.73,77.95,434.76
25.11,63.21,443.43
7.39,39.85,487.84
26.68,49.02,441.54
27.06,77.17,432.2
24.74,69.13,431.24
15.59,52.05,456.07
28.64,69.23,434.4
20.03,60.77,449.31
19.05,62.96,454.26
16.32,43.14,465.38
8.25,41.26,475.17
14.82,44.58,473.17
22.73,43.79,460.2
20.12,65.94,447.46
27.25,50.05,439.63
19.11,60.29,454.16
29.16,55.68,435.04
11.98,39.35,472.43
12.82,41.58,464.07
23.85,69.45,439.67
29.05,75.6,439.14
14.32,40.78,457.92
22.78,59.92,440.87
19.69,56.65,454.87
21.57,66.49,455.18
6.85,37.49,483.12
18.3,44.06,456.32
25.39,70.36,436.5
8.54,38.08,478.31
13.73,50.59,459.6
4.49,38.44,485.78
28.45,69.23,436.96
14.86,43.14,461.14
26.44,59.15,439.65
17.35,39.72,459.83
30.38,74.16,432.84
23.62,61.87,447.93
10.2,40.67,482.26
14.63,41.23,466.36
13.01,41.17,469.48
21.43,60.95,449.12
32.33,69.68,439.79
28.18,49.3,438.91
8.71,41.82,477.94
14.78,41.17,469.69
15.14,49.64,463.58
18.53,63.91,440.64
20.29,65.27,445.52
22.59,59.43,442.0
11.39,43.72,467.8
21.01,58.96,453.88
17.68,53.16,456.86
24.78,57.19,443.62
18.73,46.48,450.74
4.7,39.9,487.78
19.5,40.79,457.09
32.48,69.75,438.17
9.15,39.61,474.88
20.36,60.1,454.25
21.37,65.94,444.74
14.55,42.74,457.77
7.09,43.13,485.04
13.48,39.85,475.74
25.35,65.18,438.17
19.15,56.53,456.4
10.96,37.5,471.05
28.22,76.2,437.62
14.51,53.82,463.17
26.48,69.14,435.76
20.73,69.94,445.91
23.16,69.94,438.48
11.34,45.17,472.13
21.04,47.43,450.27
17.29,42.86,464.27
21.91,58.62,450.23
22.76,57.5,451.7
10.01,40.78,470.82
23.77,69.13,434.08
7.61,39.42,475.55
29.34,71.98,428.24
13.46,44.71,474.6
20.3,67.32,441.51
12.98,39.64,473.54
29.08,67.07,435.57
31.91,67.83,425.28
26.06,54.5,451.67
25.42,73.21,432.04
28.37,75.6,439.25
18.11,44.85,458.85
23.64,60.95,447.86
13.2,45.01,466.71
18.53,39.72,457.26
10.02,39.82,482.47
31.56,66.44,430.11
26.2,71.73,430.89
12.74,41.5,469.92
28.11,69.84,427.33
26.98,70.94,434.73
29.16,55.68,435.04
18.67,58.46,447.16
26.38,70.47,434.02
8.03,40.67,492.26
19.51,50.16,448.28
10.04,39.66,480.63
23.4,65.06,442.7
24.54,72.24,435.08
14.41,46.18,462.49
3.96,35.47,489.68
21.62,58.59,445.92
20.83,49.02,445.31
25.59,73.5,435.48
12.3,40.69,474.46
28.36,69.88,434.03
16.07,65.46,450.54
8.4,38.5,486.5
15.19,41.43,470.41
2.8,39.64,482.66
28.21,70.8,435.99
33.97,72.29,432.33
7.26,40.69,474.91
21.11,69.94,439.91
6.9,44.71,486.3
20.78,58.86,446.2
27.24,66.75,433.65
9.25,41.82,478.48
11.36,40.75,477.5
27.82,76.09,434.52
9.7,40.71,483.19
10.57,41.26,472.9
20.21,58.12,453.19
8.95,43.56,485.21
14.19,49.83,462.86
11.76,41.58,465.45
28.17,63.13,439.94
17.77,43.72,456.34
27.18,62.66,442.16
26.17,66.54,433.81
25.86,59.92,436.06
11.98,44.58,477.56
11.82,41.67,476.73
10.27,38.38,475.58
20.57,44.78,465.69
26.8,72.58,428.62
27.51,49.3,437.09
7.35,41.66,485.35
24.47,58.05,446.93
24.2,68.67,444.09
8.5,39.16,485.76
12.16,40.81,476.63
14.2,52.75,465.48
6.99,39.37,487.18
30.75,73.5,429.18
27.59,54.2,439.31
5.89,40.07,493.9
17.27,43.52,460.08
19.79,64.45,451.37
29.36,68.94,431.39
12.24,34.03,474.18
22.15,43.77,448.46
32.74,68.31,441.66
19.2,54.2,450.75
19.94,44.9,459.47
22.1,68.12,440.08
7.69,38.06,483.54
15.62,41.76,459.72
30.28,67.22,447.67
16.0,37.87,461.33
22.69,65.18,441.18
29.75,70.32,427.2
17.47,58.59,449.41
19.26,58.46,450.66
14.22,44.99,460.53
13.49,44.63,471.08
25.56,60.32,445.01
6.49,39.33,489.22
17.34,46.48,452.06
23.08,48.41,443.5
24.85,67.9,445.18
14.57,44.84,464.58
30.57,73.03,437.42
14.33,45.51,468.92
24.5,60.77,439.91
24.51,51.95,449.73
10.86,44.85,476.87
24.45,70.02,445.8
22.67,60.77,444.43
25.09,65.38,453.58
15.82,43.34,460.4
20.77,51.3,450.97
12.05,49.83,454.18
13.15,41.14,461.49
26.92,78.92,434.64
16.44,53.82,462.09
27.87,70.79,428.41
27.12,70.32,429.08
10.16,39.3,480.74
14.4,41.26,462.78
10.93,39.16,479.83
26.49,78.92,434.91
29.38,69.68,430.2
23.81,66.51,438.32
9.95,41.82,477.52
4.96,39.4,486.09
22.95,45.61,457.91
23.2,48.41,444.69
10.07,34.69,478.65
24.06,58.98,443.75
25.02,69.75,437.87
28.06,70.04,431.7
10.73,44.92,476.81
16.0,42.86,467.5
15.92,40.56,470.22
26.74,69.89,436.02
27.31,65.12,440.06
25.74,65.38,452.94
26.91,71.64,438.73
23.18,59.04,443.12
12.84,50.59,470.96
13.32,41.7,451.93
27.95,73.5,435.45
17.79,40.12,459.13
28.31,71.85,429.57
18.5,47.03,460.08
15.78,41.16,464.85
24.98,60.32,444.67
24.05,67.83,442.53
31.39,69.59,435.76
14.26,40.92,460.38
18.48,50.16,452.06
18.84,40.79,459.96
23.23,60.32,447.09
14.58,42.99,468.43
21.5,59.87,444.05
25.21,49.82,450.75
11.12,41.54,477.69
9.52,41.26,475.44
7.49,39.81,483.59
20.03,62.26,447.4
34.33,69.05,430.56
4.83,38.44,485.32
13.35,41.39,474.19
31.46,77.17,435.56
32.78,71.22,438.77
23.09,70.47,439.36
14.85,38.91,467.42
26.87,69.23,433.89
28.97,78.92,430.98
8.36,38.91,482.09
17.83,43.72,453.86
27.11,69.59,437.2
28.9,68.12,438.53
10.39,39.69,473.0
5.47,38.68,485.7
25.35,71.98,435.72
10.8,41.74,479.32
9.26,39.61,480.38
18.06,50.16,450.53
9.26,41.66,483.51
12.04,40.78,463.51
19.21,60.07,452.84
10.64,41.04,468.88
11.21,39.85,480.61
28.75,57.55,435.33
29.99,74.9,435.87
20.13,60.07,453.49
13.18,37.91,469.63
7.76,37.7,480.7
14.16,44.58,473.22
20.5,49.69,452.94
34.43,68.51,431.39
29.0,70.72,437.55
27.62,72.43,428.76
27.21,67.45,436.47
19.16,43.43,451.0
20.98,60.07,446.26
17.84,52.08,450.67
9.3,38.18,480.14
12.03,40.1,474.94
23.72,58.62,447.49
11.58,39.69,469.6
10.18,43.5,476.91
22.64,58.66,449.79
33.4,70.8,432.46
8.51,39.96,475.96
14.95,39.31,462.72
17.35,52.72,463.65
12.8,39.16,472.47
27.09,65.61,442.94
18.74,45.09,456.25
27.57,69.84,426.6
24.62,68.31,448.58
9.05,40.67,486.55
33.11,77.54,431.77
24.19,50.23,458.31
8.27,37.7,479.16
18.51,50.9,459.11
14.2,40.92,460.42
24.44,69.84,430.3
16.17,41.79,454.72
9.82,37.83,473.66
32.63,73.88,435.75
13.7,34.03,470.2
27.89,69.88,430.75
26.52,65.06,439.66
24.43,67.25,436.5
27.34,59.87,448.26
12.19,40.05,473.92
31.19,69.68,440.97
9.27,38.56,475.42
18.4,50.16,453.78
15.07,39.3,464.7
14.86,44.85,468.87
21.31,46.97,455.76
26.51,67.25,435.52
14.28,43.02,467.83
25.2,63.76,438.15
15.37,43.34,460.02
25.13,51.95,447.7
10.65,41.78,474.27
24.49,49.82,451.42
28.14,51.43,445.33
29.25,72.99,429.12
27.15,59.21,440.27
29.03,67.79,444.09
30.91,79.74,433.84
26.88,73.56,430.63
30.98,71.29,432.99
27.51,71.29,430.42
28.26,65.34,441.03
23.83,71.37,443.29
17.25,39.39,465.74
21.96,71.85,441.52
23.71,67.17,440.65
13.56,40.03,472.59
16.57,41.79,452.84
23.78,60.27,441.56
11.34,43.67,472.77
8.72,36.25,479.94
16.05,38.28,466.75
23.1,60.08,451.01
17.57,62.1,453.3
11.17,44.77,470.85
29.55,72.29,430.98
8.89,41.54,483.82
16.59,39.54,464.19
20.48,60.29,455.51
20.14,46.33,453.35
12.0,41.17,474.4
19.33,58.96,456.54
11.83,44.21,463.62
14.05,41.39,472.19
26.53,69.71,446.17
24.79,67.83,438.36
29.62,73.18,427.22
12.68,43.7,471.8
25.23,64.63,447.28
5.98,41.31,484.51
17.37,40.55,460.97
16.14,44.63,463.5
14.57,39.28,469.27
22.43,63.21,447.98
32.41,72.86,432.75
18.15,58.46,449.48
27.74,70.32,433.47
18.93,44.06,454.75
25.6,58.46,441.88
23.19,58.82,446.44
25.18,57.5,449.01
30.62,64.69,435.84
29.33,64.84,443.15
28.86,73.67,431.15
14.93,39.39,468.88
28.18,73.88,434.48
9.74,41.01,465.8
30.69,74.16,435.17
28.35,71.14,429.21
28.81,56.86,434.08
6.03,41.14,479.61
24.73,48.6,439.99
23.39,71.25,435.68
32.15,72.29,435.71
25.73,66.54,437.07
10.93,39.22,473.27
25.44,65.06,440.09
23.96,60.95,446.4
27.91,64.79,440.53
5.94,39.9,485.86
28.8,74.9,434.01
10.11,41.62,463.57
31.38,68.27,426.67
25.87,47.01,452.32
11.82,41.17,475.61
10.29,40.56,481.7
23.36,73.18,435.85
25.91,58.98,442.65
24.18,59.92,438.85
19.69,57.32,449.59
23.9,61.41,451.99
10.7,44.77,484.94
27.57,71.32,436.61
20.31,45.87,449.54
14.57,42.18,465.75
14.46,45.87,464.5
11.75,35.76,473.01
25.59,73.5,435.48
13.21,43.71,466.39
21.85,69.94,443.0
27.39,67.07,441.45
11.69,39.22,472.76
25.82,59.43,436.67
11.87,40.55,473.79
24.8,59.87,441.0
13.02,40.1,474.97
13.86,40.83,470.37
21.5,45.38,460.18
25.65,69.23,435.25
25.86,61.08,449.67
26.81,71.29,434.48
12.91,41.16,472.71
25.93,60.29,444.04
23.36,72.24,434.15
7.9,43.79,485.26
23.22,63.07,446.62
11.74,40.6,473.84
28.09,65.27,440.0
31.74,79.74,431.72
15.37,41.96,466.02
19.21,58.49,452.82
30.38,71.58,433.75
9.51,38.38,474.93
22.7,61.41,449.75
14.73,36.99,468.23
10.93,39.22,473.27
28.17,72.43,428.88
6.9,40.71,471.43
30.8,73.56,432.43
25.38,71.73,434.44
12.26,39.96,470.87
12.75,40.64,466.93
13.42,42.86,473.27
32.98,73.88,440.28
28.61,69.84,428.25
11.6,40.27,473.89
10.2,41.17,479.7
7.24,41.17,486.76
21.84,60.29,454.4
19.02,50.66,455.42
27.78,60.07,439.43
19.8,67.71,446.03
22.18,59.8,453.24
25.26,52.3,442.76
28.86,67.9,432.97
15.8,41.1,465.87
15.85,49.69,469.4
22.06,64.15,451.44
25.99,68.08,442.14
27.02,72.58,437.8
15.64,43.71,462.55
22.32,69.48,439.49
18.92,46.93,453.66
18.76,58.79,453.44
23.75,66.54,436.57
15.25,52.9,463.93
11.99,49.83,468.22
27.67,59.14,433.37
33.37,71.37,432.67
18.92,44.63,451.64
8.02,39.04,479.53
9.15,39.61,474.88
24.97,59.87,443.7
26.86,68.08,436.25
24.31,58.62,449.12
30.49,70.32,434.76
26.52,73.21,437.02
8.07,41.17,484.54
6.37,40.81,489.18
26.02,71.94,435.21
31.85,68.3,428.72
28.25,71.77,429.39
10.2,41.01,468.27
11.45,40.8,476.28
13.77,41.58,459.75
31.13,67.45,435.14
10.91,39.61,469.42
17.7,49.21,455.97
15.0,41.17,468.72
31.44,79.74,431.69
12.8,44.9,466.95
26.45,69.13,427.5
20.78,60.84,445.82
20.14,65.06,444.84
11.42,40.43,490.02
16.0,42.86,467.5
14.87,42.77,462.03
11.46,39.1,470.55
28.17,72.43,428.88
24.48,69.45,435.74
23.56,71.85,439.48
24.88,49.16,445.18
7.74,42.49,481.69
28.02,68.08,434.95
23.53,68.94,437.48
12.27,41.17,473.84
17.28,39.99,463.28
16.72,53.82,458.25
20.57,44.9,456.18
30.36,69.04,436.72
12.24,40.96,474.76
28.69,71.29,433.07
14.44,40.1,468.19
6.63,39.37,489.16
14.04,40.83,469.75
22.97,72.24,437.41
18.85,44.63,456.72
20.35,50.9,453.5
20.5,49.69,452.94
30.08,67.25,432.1
27.88,62.66,441.32
13.1,40.55,472.37
22.45,41.54,460.07
14.78,54.3,463.75
29.03,43.21,434.11
13.83,39.64,472.95
22.88,63.91,442.5
12.15,43.71,472.59
10.32,42.02,472.16
20.32,44.6,460.21
12.41,40.96,473.59
6.93,40.67,494.61
9.27,40.22,481.23
8.95,43.13,479.14
11.12,44.92,470.82
9.45,41.4,479.0
35.1,68.27,426.3
25.45,63.76,439.56
7.64,40.81,483.38
5.45,39.04,487.33
21.33,60.1,451.95
18.41,42.04,465.64
19.33,58.96,456.54
22.51,66.49,453.08
18.13,39.72,455.81
18.99,62.1,453.09
18.91,43.14,460.19
14.85,44.63,460.06
27.23,63.9,443.61
17.38,43.14,459.02
14.79,39.52,469.47
4.11,38.44,488.05
24.76,63.07,443.04
29.04,76.09,430.32
23.46,73.18,438.62
20.61,48.78,449.38
9.06,36.3,477.38
33.92,77.95,433.01
24.94,63.94,438.55
19.7,51.3,454.94
10.39,44.85,478.05
22.19,58.49,449.4
24.73,69.94,439.86
28.33,64.96,427.42
14.91,39.28,469.34
26.35,69.48,435.23
20.08,58.12,455.85
26.45,64.27,444.9
26.37,69.84,428.6
20.94,58.16,455.16
22.94,61.5,445.31
15.85,49.69,469.4
22.89,80.25,446.15
5.96,36.25,488.2
27.52,67.9,439.01
21.39,62.96,452.68
15.55,43.71,465.14
30.05,66.44,427.55
31.01,67.83,429.46
11.57,41.38,473.94
21.12,63.56,445.9
25.57,66.54,430.92
9.93,41.62,464.64
15.64,44.21,462.42
9.86,41.01,467.37
19.81,66.54,449.07
27.71,54.2,440.74
23.01,44.05,450.67
12.31,44.78,468.29
23.94,63.21,440.15
20.97,61.87,446.76
22.48,50.05,442.56
23.55,73.18,437.88
22.93,58.2,444.95
13.98,39.18,467.97
30.51,70.94,430.91
29.17,67.45,435.08
17.83,43.72,453.86
28.69,67.25,432.21
14.14,43.34,464.36
5.52,39.33,492.39
26.28,68.14,435.71
29.77,69.98,430.65
24.22,61.86,442.65
14.55,41.7,454.14
24.43,61.25,436.05
19.34,64.79,454.59
8.72,36.25,479.94
11.3,25.36,471.19
16.99,40.89,464.95
29.19,67.51,446.97
22.73,66.75,437.93
22.53,60.95,449.43
10.59,38.38,474.94
15.98,42.99,467.42
25.63,56.85,439.2
22.89,62.39,448.13
19.15,56.53,456.4
14.1,39.16,464.07
6.18,41.38,490.81
21.08,46.93,453.87
10.28,39.64,477.65
21.97,69.23,443.85
3.85,35.47,489.78
19.7,52.84,444.64
15.61,38.52,439.21
23.69,71.97,438.62
8.64,39.69,473.55
16.88,39.99,462.83
22.92,63.94,444.22
7.01,37.8,483.95
22.25,43.79,461.93
21.55,44.58,464.44
29.17,74.34,433.03
23.83,50.32,445.17
31.12,69.13,429.41
26.93,67.07,437.76
27.59,50.05,437.98
9.37,44.77,474.41
19.15,44.34,468.8
22.71,59.43,441.24
20.46,51.43,456.7
8.66,41.01,472.16
13.72,34.03,469.25
14.5,53.82,464.27
24.57,66.54,432.41
24.48,50.23,456.02
25.62,63.13,439.13
5.51,35.57,489.36
8.26,39.42,474.72
18.87,62.96,455.22
18.41,44.89,448.88
28.54,69.59,433.3
23.93,64.45,449.97
10.08,40.72,480.8
21.24,41.67,459.81
25.69,59.54,439.06
10.94,39.04,479.8
9.0,36.3,480.31
33.4,69.98,432.44
25.24,57.17,442.77
6.62,41.14,479.74
24.66,69.94,432.68
11.27,40.69,476.27
27.04,65.06,439.84
23.75,66.54,436.57
19.98,56.53,454.89
12.35,41.38,474.94
7.33,40.0,478.16
23.35,63.47,437.87
13.28,43.8,466.78
5.34,39.22,472.66
27.07,65.59,442.71
22.68,70.47,441.47
20.36,66.05,450.23
15.0,41.35,467.71
26.09,60.23,445.88
21.24,44.3,444.0
7.04,41.74,488.99
28.92,72.43,431.5
23.02,63.47,443.66
19.95,50.66,458.72
28.71,51.43,440.17
24.7,58.82,442.98
21.44,60.32,448.84
26.44,69.34,440.43
30.11,70.8,432.33
14.03,49.83,463.71
22.99,56.57,445.44
12.31,41.06,475.76
26.64,58.69,439.32
27.16,59.87,446.38
29.98,76.09,432.0
21.75,67.45,445.1
27.06,61.41,452.85
22.99,60.77,447.62
9.26,44.68,478.82
18.46,42.18,458.67
28.53,69.84,427.72
7.01,37.8,483.95
30.8,73.17,432.24
8.11,41.92,483.52
20.64,49.21,454.2
24.99,58.79,439.2
12.19,40.23,474.92
26.79,77.95,437.91
25.02,69.75,437.87
23.36,74.93,443.78
20.13,47.03,459.15
12.75,42.34,465.44
5.89,39.48,484.91
10.99,43.5,469.34
29.23,72.99,431.0
25.69,73.18,432.82
32.88,72.29,431.74
12.19,44.63,468.91
26.71,76.86,437.31
12.77,41.5,470.68
17.21,52.9,460.88
14.73,58.2,458.56
20.61,63.86,446.34
26.59,60.96,439.77
5.7,40.62,482.82
14.85,40.8,471.78
12.36,37.73,470.39
29.07,51.43,438.79
18.36,51.43,459.8
25.5,67.83,437.49
26.02,63.07,446.82
21.52,46.21,449.08
29.0,69.68,442.79
26.17,48.6,439.86
17.37,41.23,461.08
23.6,60.08,451.97
17.3,46.21,456.77
12.22,40.78,464.12
21.83,63.13,443.41
26.94,73.21,431.19
15.66,43.99,467.57
30.13,68.94,441.78
18.88,40.79,459.06
26.3,61.41,448.55
14.87,42.77,462.03
27.93,73.68,435.95
13.44,37.85,469.89
24.07,73.46,438.41
26.25,61.02,436.44
16.85,52.9,460.84
16.92,44.6,460.17
24.1,60.29,449.79
14.39,42.77,463.65
18.81,52.08,450.87
16.07,47.83,458.18
14.48,46.18,462.3
31.85,69.04,434.79
25.87,57.32,442.87
33.95,68.14,427.25
24.43,67.25,436.5
9.59,37.14,474.74
14.73,36.99,468.23
12.75,40.64,466.93
13.34,40.8,474.47
17.37,58.49,456.29
15.02,41.48,456.04
17.51,41.85,465.05
27.16,71.32,430.53
19.45,41.1,458.26
26.86,71.32,430.44
17.68,45.17,461.96
13.95,38.73,468.21
15.25,41.17,468.76
17.68,45.17,461.96
31.1,68.51,428.68
16.55,39.64,465.29
23.61,59.39,438.08
28.92,66.51,439.09
23.99,67.69,437.1
8.05,38.38,482.17
27.24,44.89,442.84
25.61,67.69,437.78
24.06,69.94,436.88
30.1,67.45,434.01
6.86,38.08,486.92
21.78,51.43,446.56
28.82,65.71,449.18
7.11,39.9,484.21
10.72,41.17,479.21
29.0,69.68,442.79
30.82,76.2,432.22
18.92,44.06,453.72
11.97,42.32,467.98
31.16,67.45,428.35
9.3,38.18,480.14
14.87,41.2,467.01
8.1,40.64,478.27
19.62,43.56,463.33
31.56,66.44,430.11
21.46,51.61,457.28
8.37,39.99,482.31
26.0,69.89,433.5
23.66,72.43,439.02
18.74,59.21,449.77
12.85,40.92,461.05
9.82,41.26,478.02
10.47,44.21,476.02
27.08,66.05,439.47
32.98,71.32,433.56
17.66,60.08,456.62
29.09,72.43,427.3
13.55,40.1,469.57
15.6,41.7,461.38
21.99,42.48,456.65
14.16,44.58,473.22
17.31,58.49,456.84
24.54,60.23,445.25
15.03,44.45,460.06
27.58,66.48,435.34
15.7,44.21,462.19
33.72,74.33,428.96
20.36,57.5,452.28
11.48,37.5,472.9
8.83,36.3,479.86
14.95,43.52,464.98
23.89,65.18,438.97
23.51,48.98,454.06
32.5,73.68,427.63
10.47,43.14,476.55
14.03,41.79,457.98
28.77,58.33,448.06
26.14,72.99,433.25
12.65,41.93,479.53
27.15,73.9,433.09
25.09,71.58,434.51
20.95,48.14,452.38
23.09,63.91,447.9
27.69,69.71,440.43
5.1,35.57,489.96
13.13,40.75,472.5
27.09,49.3,437.44
26.75,64.79,438.4
11.67,40.23,475.07
22.33,70.79,436.74
8.74,40.03,481.07
19.47,43.43,451.38
6.48,36.24,484.65
22.64,70.98,441.99
15.81,58.59,456.91
27.71,74.34,434.2
19.92,38.52,451.16
14.51,42.77,463.37
32.84,68.14,425.18
15.62,35.4,467.95
14.04,42.44,471.81
15.12,52.05,464.78
31.73,73.42,430.46
24.64,72.24,434.54
13.72,45.01,464.59
21.94,58.79,447.52
16.19,36.99,462.94
26.12,68.51,433.11
15.28,48.14,460.75
24.97,54.2,439.71
12.88,44.0,470.31
27.26,73.18,429.92
22.83,59.43,440.76
22.65,60.93,440.52
21.29,51.43,452.94
5.41,40.07,495.24
23.86,63.77,440.58
9.39,40.11,473.05
22.15,43.77,448.46
16.61,50.9,460.35
11.82,41.67,476.73
27.6,67.25,438.42
24.93,47.01,455.39
7.99,41.38,487.57
16.22,46.36,460.73
7.55,38.08,485.49
13.44,37.85,469.89
30.93,69.98,432.25
24.49,65.61,447.26
21.92,49.02,443.31
27.28,44.89,441.94
12.0,41.17,474.4
12.66,40.35,473.11
5.79,45.87,480.97
11.37,39.16,480.54
7.8,43.65,479.78
20.53,65.06,446.64
14.41,42.77,465.89
17.73,43.72,453.94
12.91,41.66,469.71
31.7,70.36,438.38
25.06,65.46,443.03
15.44,39.54,469.28
23.09,60.95,450.31
32.5,73.68,427.63
22.19,58.49,449.4
15.49,54.3,464.24
16.92,44.6,460.17
23.45,66.48,435.13
12.74,44.03,463.96
31.92,68.3,430.07
26.33,61.41,452.79
26.63,74.22,434.25
23.56,73.18,437.92
22.18,59.8,453.24
24.03,45.87,445.84
5.89,39.48,484.91
20.04,49.39,449.63
9.3,38.18,480.14
26.12,70.47,434.67
18.97,44.78,463.46
9.44,39.82,483.18
19.46,56.89,447.86
23.62,45.87,445.55
30.15,72.51,443.72
11.8,41.54,476.12
27.39,67.07,441.45
10.38,43.02,474.44
17.78,50.66,456.11
31.32,74.33,429.57
19.45,41.1,458.26
12.62,34.03,471.55
28.88,71.98,428.61
8.75,40.77,478.85
22.46,58.49,448.46
21.31,49.39,455.34
12.39,40.75,475.96
14.48,39.0,464.56
22.06,47.43,453.5
32.33,69.68,439.79
14.81,42.77,463.06
22.4,68.31,446.91
27.81,64.69,437.02
16.64,48.92,452.56
30.61,67.69,429.8
7.77,35.77,479.68
29.15,69.48,430.54
19.31,43.56,463.35
11.68,40.55,473.51
16.98,44.85,464.27
28.36,66.75,433.88
25.95,65.61,443.88
14.35,46.18,461.74
28.09,77.95,436.94
16.69,50.9,460.75
32.34,74.99,433.07
14.66,40.89,465.73
29.3,70.04,426.25
5.99,35.79,484.82
19.68,62.96,453.58
15.9,41.35,464.03
31.84,71.37,432.04
22.16,65.48,446.0
12.19,40.05,473.92
18.58,44.6,459.06
14.48,40.83,469.64
10.39,40.96,479.0
13.78,45.51,468.17
18.97,44.85,466.17
25.0,68.14,437.67
17.34,44.06,458.5
6.86,41.38,487.49
10.39,40.96,479.0
28.64,73.4,441.32
14.56,40.69,469.31
6.04,41.14,481.37
24.21,71.77,433.42
15.89,38.73,465.76
7.17,39.4,484.33
12.61,41.58,463.36
16.23,43.52,464.74
25.57,62.96,444.81
10.23,41.46,480.87
22.51,68.63,450.75
13.13,40.75,472.5
6.04,41.14,480.39
23.74,65.34,447.31
15.67,41.1,466.45
23.49,49.3,442.76
24.6,48.78,442.23
24.77,71.94,432.27
27.65,67.07,439.03
27.86,61.5,439.49
12.53,42.03,469.18
28.57,69.34,439.46
25.68,68.27,434.89
8.23,41.01,474.52
7.28,39.81,483.0
12.6,41.74,474.23
8.18,43.69,487.83
8.81,43.56,482.52
18.77,52.08,449.62
14.26,43.34,464.62
11.35,38.91,474.22
10.39,40.22,479.14
30.7,71.58,429.27
6.01,35.79,482.25
27.37,63.31,439.15
28.45,69.23,436.96
26.07,69.23,436.94
27.23,44.05,440.2
26.16,52.36,453.08
19.45,46.33,452.82
16.38,46.97,459.87
15.64,44.21,462.42
15.61,41.2,467.81
13.73,45.08,470.35
17.45,50.9,458.67
19.87,48.14,451.14
34.65,74.67,427.69
15.4,41.16,465.16
12.05,48.04,464.14
20.78,60.84,445.82
7.55,42.85,484.93
24.88,73.17,434.85
21.31,46.97,455.76
23.63,58.62,445.51
8.81,44.68,479.24
16.76,48.14,456.31
13.42,41.74,473.45
12.72,40.6,471.23
14.85,43.13,470.37
26.79,77.95,437.91
19.84,56.89,447.92
20.47,58.16,453.99
16.63,39.16,460.29
14.03,49.83,463.71
24.12,58.66,450.69
10.08,41.16,469.17
32.48,62.04,446.48
25.68,70.32,431.32
24.54,48.41,439.79
4.93,35.19,486.39
29.04,70.72,437.95
25.98,68.12,439.0
32.8,68.67,432.28
25.59,61.08,443.91
23.53,72.24,436.69
16.74,41.16,463.0
30.2,74.34,431.77
19.47,43.43,451.38
30.17,74.22,432.0
27.17,67.45,429.87
26.24,70.36,437.31
10.06,43.22,473.0
23.64,58.49,445.75
14.53,39.0,464.86
10.37,37.83,470.66
25.95,65.61,443.88
8.53,40.77,481.03
34.53,73.03,437.03
24.05,64.69,438.36
20.25,58.33,448.93
19.87,48.14,451.14
14.76,43.79,464.14
13.94,41.58,463.07
26.12,70.47,434.67
14.23,46.18,463.86
16.29,44.34,468.8
11.67,36.18,472.76
9.75,42.49,480.35
11.12,41.54,477.69
13.16,43.71,469.06
18.18,44.63,455.57
5.24,38.68,486.67
14.18,53.82,465.25
25.11,58.79,442.34
22.49,61.27,448.51
22.96,70.79,434.47
32.0,73.17,433.72
10.11,44.85,478.71
30.7,74.22,432.51
17.98,39.63,466.69
24.51,58.79,443.5
16.6,53.16,457.26
22.2,59.21,445.29
10.47,41.06,477.47
19.55,56.53,455.56
9.68,40.77,473.73
23.95,51.86,449.81
8.51,42.32,476.6
10.55,41.55,473.99
10.46,37.5,472.16
19.89,44.9,453.09
26.91,65.34,443.6
23.54,65.27,445.19
10.65,41.78,474.27
15.34,43.5,459.77
29.98,76.09,432.0
25.79,63.9,442.7
26.23,59.87,447.16
25.91,75.6,443.2
13.48,40.35,474.72
16.22,37.87,461.06
19.05,44.06,454.28
23.01,58.79,444.64
25.54,61.08,448.57
10.74,44.85,476.83
32.41,58.9,439.11
17.32,43.7,464.5
12.85,40.0,463.74
23.07,69.23,437.08
18.59,41.1,459.72
16.39,52.75,459.48
11.02,41.26,471.93
25.04,65.48,440.92
18.13,60.1,455.82
25.69,73.18,432.82
20.76,57.25,444.85
24.1,60.29,449.79
9.83,38.56,480.47
18.32,42.28,460.27
28.08,59.14,438.83
31.84,71.37,432.04
23.17,62.39,439.29
15.8,53.82,463.09
11.49,41.54,476.74
28.51,70.02,441.66
21.88,59.39,442.92
17.7,50.88,456.78
27.52,69.68,444.83
30.7,67.69,429.58
27.81,64.69,437.02
16.48,48.92,458.67
10.14,45.01,473.56
20.99,50.12,448.07
25.88,63.73,438.42
26.06,49.02,437.9
24.31,65.34,449.88
16.58,45.87,457.8
28.13,68.12,435.85
19.81,43.56,460.59
11.91,44.45,466.52
13.61,42.34,466.17
15.25,39.58,466.21
5.42,41.38,491.38
25.72,49.82,452.33
22.79,50.78,447.12
10.8,40.69,478.19
21.16,78.11,435.71
23.59,43.77,448.42
18.16,39.99,463.69
24.26,69.71,438.6
17.7,38.52,455.5
7.91,37.8,483.49
19.47,50.9,457.08
6.67,36.08,486.52
22.32,47.93,440.21
22.29,43.79,461.23
13.48,40.35,474.72
32.2,72.29,432.52
7.19,38.91,486.05
28.54,72.99,432.0
19.4,64.63,453.84
29.59,74.78,436.77
