nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
The Cursed Crusade,X360,Action,DTP Entertainment,0.12,25-Oct-11,39.0,27.0,3.3,22.0,Kylotonn
F1 2011,3DS,Racing,Codemasters,0.12,6-Dec-11,59.0,15.0,6.6,12.0,Codemasters
Kung Fu Panda 2,Wii,Action,THQ,0.12,,,,,,
NCIS,Wii,Adventure,Ubisoft,0.12,1-Nov-11,,,tbd,,Ubisoft
Family Game Night 4: The Game Show,Wii,Misc,Electronic Arts,0.12,1-Nov-11,,,tbd,,Electronic Arts
BlazBlue: Continuum Shift II,PSP,Fighting,PQube,0.12,31-May-11,77.0,8.0,8,6.0,Arc System Works
Thor: God of Thunder,X360,Action,Sega,0.12,3-May-11,38.0,40.0,5.4,21.0,Liquid Entertainment
NCIS,X360,Adventure,Ubisoft,0.11,1-Nov-11,35.0,11.0,3.8,6.0,Ubisoft
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,Adventure,THQ,0.11,,,,,,
Nicktoons MLB,Wii,Sports,Take-Two Interactive,0.11,13-Sep-11,,,tbd,,High Voltage Software
Fit in Six,PS3,Sports,Ubisoft,0.11,15-Mar-11,,,7.3,9.0,Blue Byte
Ben 10 Galactic Racing,Wii,Racing,D3Publisher,0.11,18-Oct-11,,,tbd,,Monkey Bar Games
Thor: God of Thunder,PS3,Action,Sega,0.1,3-May-11,39.0,35.0,3.7,15.0,Liquid Entertainment
NCIS,PS3,Adventure,Ubisoft,0.1,1-Nov-11,50.0,4.0,4,4.0,Ubisoft
Hasbro Family Game Night Fun Pack,Wii,Misc,Electronic Arts,0.1,1-Nov-11,,,tbd,,Electronic Arts
Brunswick Pro Bowling,3DS,Sports,Crave Entertainment,0.1,27-Sep-11,,,tbd,,Crave
Fit in Six,Wii,Sports,Ubisoft,0.1,15-Mar-11,,,tbd,,Blue Byte
Karaoke Revolution Glee: Volume 3,X360,Misc,Konami Digital Entertainment,0.1,22-Nov-11,,,tbd,,Hijinx Studios
Wipeout 2,PS3,Misc,Activision,0.1,11-Oct-11,,,tbd,,Endemol
Jaws: Ultimate Predator,3DS,Action,Majesco Entertainment,0.1,1-Dec-11,,,tbd,,"n-Space, MicroProse"
Get Up and Dance,Wii,Misc,O-Games,0.09,22-Nov-11,,,tbd,,Crave
F1 2011,PSV,Racing,Codemasters,0.09,15-Feb-12,66.0,27.0,6.1,17.0,Codemasters
Spider-Man: Edge of Time,3DS,Action,Activision,0.09,4-Oct-11,50.0,7.0,5.7,9.0,Beenox
Nicktoons MLB,X360,Sports,Take-Two Interactive,0.09,13-Sep-11,,,tbd,,High Voltage Software
BlazBlue: Continuum Shift II,3DS,Fighting,PQube,0.09,31-May-11,64.0,14.0,6.4,16.0,Arc System Works
Man vs. Wild,X360,Adventure,Crave Entertainment,0.09,26-Apr-11,,,4.7,7.0,Scientifically Proven
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,Action,THQ,0.09,,,,,,
Cabela's Adventure Camp,X360,Misc,Activision,0.08,1-Nov-11,,,tbd,,Activision
Alvin and the Chipmunks: Chipwrecked,X360,Misc,505 Games,0.08,15-Nov-11,,,1.8,4.0,Behaviour Interactive
X-Men: Destiny,Wii,Action,Activision,0.08,27-Sep-11,36.0,10.0,4.7,14.0,Silicon Knights
Alvin and the Chipmunks: Chipwrecked,Wii,Misc,505 Games,0.08,15-Nov-11,,,tbd,,Behaviour Interactive
Steins;Gate: Hiyoku Renri no Darling,X360,Adventure,5pb,0.08,,,,,,
Ultimate Marvel vs. Capcom 3,PS3,Fighting,Capcom,0.08,15-Nov-11,80.0,36.0,5.9,89.0,Capcom
Bodycount,PS3,Shooter,Codemasters,0.08,30-Aug-11,50.0,40.0,3.6,23.0,Guildford Studio
Rock Band Country Track Pack 2,Wii,Misc,MTV Games,0.08,1-Feb-11,,,tbd,,Electronic Arts
Nickelodeon Dance,X360,Misc,Take-Two Interactive,0.08,8-Nov-11,,,tbd,,High Voltage Software
Kung Fu Panda 2,PS3,Action,THQ,0.08,,,,,,
Bodycount,X360,Shooter,Codemasters,0.08,30-Aug-11,53.0,61.0,4.6,63.0,Guildford Studio
Spider-Man: Edge of Time,Wii,Action,Activision,0.08,4-Oct-11,62.0,9.0,3,4.0,Beenox
Ben 10 Galactic Racing,X360,Racing,D3Publisher,0.07,18-Oct-11,,,tbd,,Monkey Bar Games
Jaws: Ultimate Predator,Wii,Action,Majesco Entertainment,0.07,6-Dec-11,,,6.3,4.0,Tectonic Studios
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Action,THQ,0.07,11-Oct-11,54.0,4.0,tbd,,THQ
Dance on Broadway,PS3,Misc,Ubisoft,0.07,17-Mar-11,,,tbd,,Longtail Studios
Generator Rex: Agent of Providence,3DS,Action,Activision,0.07,1-Nov-11,,,tbd,,Virtuos
Man vs. Wild,Wii,Adventure,Crave Entertainment,0.07,26-Apr-11,,,tbd,,Scientifically Proven
Rio,PS3,Misc,THQ,0.07,12-Apr-11,65.0,8.0,tbd,,Eurocom Entertainment Software
Winter Stars,X360,Sports,Deep Silver,0.07,15-Nov-11,46.0,9.0,tbd,,49Games
Family Game Night 4: The Game Show,PS3,Misc,Electronic Arts,0.07,1-Nov-11,,,tbd,,Electronic Arts
Ben 10 Galactic Racing,PS3,Racing,D3Publisher,0.07,18-Oct-11,,,tbd,,Monkey Bar Games
Pro Yakyuu Spirits 2011,3DS,Sports,Konami Digital Entertainment,0.07,,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,Wii,Sports,Tecmo Koei,0.07,,,,,,
Ben 10 Galactic Racing,3DS,Racing,D3Publisher,0.07,25-Oct-11,,,tbd,,Monkey Bar Games
Thor: God of Thunder,3DS,Action,Sega,0.07,13-Sep-11,55.0,10.0,2.8,4.0,Red Fly Studio
WRC 2: FIA World Rally Championship,X360,Racing,Ubisoft,0.07,,,,,,
Captain America: Super Soldier,3DS,Action,Sega,0.07,25-Oct-11,51.0,9.0,3,4.0,High Voltage Software
Cabela's Adventure Camp,PS3,Misc,Activision,0.07,1-Nov-11,,,tbd,,Activision
Hasbro Family Game Night Fun Pack,X360,Misc,Electronic Arts,0.07,1-Nov-11,,,tbd,,Electronic Arts
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,Action,THQ,0.06,,,,,,
Generator Rex: Agent of Providence,Wii,Action,Activision,0.06,1-Nov-11,,,tbd,,Activision
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,Action,THQ,0.06,,,,,,
Winter Stars,Wii,Sports,Deep Silver,0.06,18-Nov-11,,,tbd,,49Games
Air Conflicts: Secret Wars,X360,Simulation,bitComposer Games,0.06,28-Sep-11,61.0,14.0,tbd,,Games Farm
Rio,X360,Misc,THQ,0.06,12-Apr-11,60.0,16.0,tbd,,Eurocom Entertainment Software
Ultimate Marvel vs. Capcom 3,X360,Fighting,Capcom,0.06,15-Nov-11,79.0,44.0,6.4,65.0,Capcom
Rock Band Country Track Pack 2,PS3,Misc,MTV Games,0.06,1-Feb-11,,,tbd,,Electronic Arts
MotoGP 10/11,X360,Racing,Capcom,0.05,15-Mar-11,72.0,31.0,6.7,27.0,Monumental Games
Michael Jackson: The Experience,PSV,Misc,Ubisoft,0.05,15-Feb-12,57.0,27.0,4.7,15.0,Ubisoft
Generator Rex: Agent of Providence,X360,Action,Activision,0.05,1-Nov-11,,,4.5,4.0,Virtuos
Family Game Night 4: The Game Show,X360,Misc,Electronic Arts,0.05,1-Nov-11,,,tbd,,Electronic Arts
Generator Rex: Agent of Providence,PS3,Action,Activision,0.05,1-Nov-11,,,tbd,,Activision
Mayhem 3D,X360,Racing,Evolved Games,0.05,25-Mar-11,47.0,4.0,8.1,7.0,Zoo Games
Champion Jockey: G1 Jockey & Gallop Racer,X360,Sports,Tecmo Koei,0.05,,,,,,
SD Gundam G Generation World,Wii,Strategy,Namco Bandai Games,0.05,,,,,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,Adventure,ChunSoft,0.05,,,,,,
Major League Baseball 2K11,PSP,Sports,Take-Two Interactive,0.05,8-Mar-11,,,tbd,,Visual Concepts
Winter Stars,PS3,Sports,Deep Silver,0.05,9-Nov-11,53.0,6.0,tbd,,49Games
Centipede: Infestation,Wii,Shooter,Atari,0.04,25-Oct-11,,,tbd,,WayForward
Centipede: Infestation,3DS,Shooter,Atari,0.03,1-Nov-11,,,tbd,,WayForward
Order Up!!,PS3,Action,Funbox Media,0.03,,,,,,
Dream C Club Zero,X360,Simulation,D3Publisher,0.03,,,,,,
Clannad,PS3,Adventure,Prototype,0.03,,,,,,
Get Up and Dance,PS3,Misc,O-Games,0.03,15-Nov-11,,,tbd,,Crave
Rock Band Country Track Pack 2,X360,Misc,MTV Games,0.03,1-Feb-11,,,tbd,,Electronic Arts
Biohazard: Revival Selection,X360,Action,Capcom,0.03,,,,,,
Mayhem 3D,PS3,Racing,Evolved Games,0.03,25-Mar-11,53.0,5.0,tbd,,Zoo Games
Battle vs. Chess,X360,Misc,TopWare Interactive,0.02,TBA,,,,,TopWare Interactive
Dance! It's Your Stage,PS3,Misc,DTP Entertainment,0.01,,,,,,
Order Up!!,3DS,Action,Funbox Media,0.01,,,,,,
Call of Duty: Black Ops II,X360,Shooter,Activision,12.57,13-Nov-12,83.0,73.0,4.5,1975.0,Treyarch
Call of Duty: Black Ops II,PS3,Shooter,Activision,11.06,13-Nov-12,83.0,21.0,4.8,731.0,Treyarch
FIFA Soccer 13,PS3,Action,Electronic Arts,7.13,25-Sep-12,88.0,37.0,6.4,278.0,Electronic Arts
Just Dance 4,Wii,Misc,Ubisoft,6.83,9-Oct-12,74.0,10.0,6.8,22.0,Ubisoft
Assassin's Creed III,PS3,Action,Ubisoft,5.45,30-Oct-12,85.0,41.0,6.9,1010.0,Ubisoft
FIFA Soccer 13,X360,Action,Electronic Arts,5.03,25-Sep-12,90.0,48.0,6,355.0,Electronic Arts
Assassin's Creed III,X360,Action,Ubisoft,4.81,30-Oct-12,84.0,61.0,6.7,1008.0,Ubisoft
Mass Effect 3,X360,Role-Playing,Electronic Arts,2.85,6-Mar-12,93.0,74.0,5.6,3430.0,BioWare
NBA 2K13,X360,Action,Take-Two Interactive,2.82,2-Oct-12,88.0,41.0,7.3,111.0,Visual Concepts
Madden NFL 13,X360,Sports,Electronic Arts,2.72,28-Aug-12,81.0,36.0,5.8,171.0,EA Tiburon
Far Cry 3,X360,Shooter,Ubisoft,2.72,4-Dec-12,91.0,39.0,8.5,982.0,Ubisoft Montreal
Far Cry 3,PS3,Shooter,Ubisoft,2.67,4-Dec-12,90.0,32.0,8.5,717.0,Ubisoft Montreal
Madden NFL 13,PS3,Sports,Electronic Arts,2.34,28-Aug-12,83.0,22.0,5.5,95.0,EA Tiburon
Skylanders Giants,Wii,Action,Activision,2.33,21-Oct-12,78.0,8.0,7.1,12.0,Toys for Bob
NBA 2K13,PS3,Action,Take-Two Interactive,2.22,2-Oct-12,90.0,26.0,7.9,78.0,Visual Concepts
Max Payne 3,PS3,Shooter,Take-Two Interactive,1.61,15-May-12,87.0,31.0,7.7,597.0,Rockstar Studios
Dragon's Dogma,PS3,Adventure,Capcom,1.5,22-May-12,78.0,38.0,8.3,339.0,Capcom
Max Payne 3,X360,Shooter,Take-Two Interactive,1.47,15-May-12,86.0,80.0,7.7,740.0,Rockstar Studios
Pro Evolution Soccer 2013,PS3,Sports,Konami Digital Entertainment,1.36,25-Sep-12,82.0,37.0,6.6,109.0,Konami
LEGO Batman 2: DC Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,1.32,19-Jun-12,79.0,59.0,7.1,96.0,TT Games
Mass Effect 3,PS3,Role-Playing,Electronic Arts,1.23,6-Mar-12,93.0,30.0,5.2,1591.0,BioWare
Skylanders Giants,X360,Action,Activision,1.16,21-Oct-12,80.0,35.0,6.5,35.0,Toys for Bob
LEGO Batman 2: DC Super Heroes,Wii,Action,Warner Bros. Interactive Entertainment,1.14,19-Jun-12,,,6.6,9.0,TT Games
Medal of Honor: Warfighter,PS3,Action,Electronic Arts,1.13,23-Oct-12,55.0,22.0,5.9,207.0,Danger Close
Just Dance 4,X360,Misc,Ubisoft,1.06,9-Oct-12,77.0,23.0,7.5,31.0,Ubisoft
LEGO The Lord of the Rings,X360,Action,Warner Bros. Interactive Entertainment,1.02,13-Nov-12,80.0,49.0,8.5,57.0,TT Games
Medal of Honor: Warfighter,X360,Action,Electronic Arts,0.99,23-Oct-12,53.0,43.0,5.3,404.0,Danger Close
LEGO Batman 2: DC Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,0.94,19-Jun-12,81.0,28.0,7.2,56.0,Traveller's Tales
UFC Undisputed 3,PS3,Fighting,THQ,0.92,14-Feb-12,86.0,30.0,7.4,68.0,Yuke's
UFC Undisputed 3,X360,Fighting,THQ,0.88,14-Feb-12,85.0,60.0,7.4,69.0,Yuke's
Sleeping Dogs,PS3,Action,Square Enix,0.87,14-Aug-12,83.0,40.0,7.5,532.0,United Front Games
Dragon Quest X,Wii,Role-Playing,Square Enix,0.81,TBA,,,,,Square Enix
Skylanders Giants,PS3,Action,Activision,0.8,21-Oct-12,77.0,21.0,6.3,16.0,Toys for Bob
Sniper Elite V2,PS3,Shooter,505 Games,0.8,2-May-12,70.0,21.0,7.1,75.0,Rebellion
Disney Epic Mickey 2: The Power of Two,Wii,Action,Disney Interactive Studios,0.8,18-Nov-12,64.0,6.0,5.9,19.0,Junction Point
Sleeping Dogs,X360,Action,Square Enix ,0.78,14-Aug-12,80.0,47.0,7.7,378.0,United Front Games
LEGO The Lord of the Rings,PS3,Action,Warner Bros. Interactive Entertainment,0.78,13-Nov-12,82.0,16.0,8.4,58.0,TT Games
Resident Evil: Revelations,3DS,Action,Capcom,0.77,7-Feb-12,82.0,78.0,8.6,288.0,Capcom
Sniper Elite V2,X360,Shooter,505 Games,0.73,2-May-12,67.0,37.0,7,95.0,Rebellion
LEGO The Lord of the Rings,Wii,Action,Warner Bros. Interactive Entertainment,0.72,13-Nov-12,,,6.8,14.0,TT Games
Darksiders II,PS3,Action,THQ,0.72,14-Aug-12,84.0,39.0,6.9,358.0,Vigil Games
Darksiders II,X360,Action,THQ,0.71,14-Aug-12,83.0,63.0,8.1,375.0,Vigil Games
Street Fighter X Tekken,PS3,Fighting,Capcom,0.7,6-Mar-12,84.0,51.0,5.1,158.0,Capcom
Tekken Tag Tournament 2,PS3,Fighting,Namco Bandai Games,0.69,11-Sep-12,82.0,50.0,7.8,116.0,Namco Bandai Games
Prototype 2,X360,Action,Activision,0.69,24-Apr-12,74.0,69.0,7.1,144.0,Radical Entertainment
Dragon's Dogma,X360,Adventure,Capcom,0.68,22-May-12,75.0,59.0,7.8,292.0,Capcom
SoulCalibur V,PS3,Fighting,Namco Bandai Games,0.64,31-Jan-12,81.0,53.0,6.7,117.0,Project Soul
FIFA Soccer 13,Wii,Action,Electronic Arts,0.62,25-Sep-12,,,1.5,19.0,Electronic Arts
Prototype 2,PS3,Action,Activision,0.61,24-Apr-12,79.0,39.0,6.7,128.0,Radical Entertainment
The Walking Dead: A Telltale Games Series,X360,Adventure,Avanquest Software,0.59,11-Dec-12,92.0,12.0,8.5,880.0,Telltale Games
NHL 13,X360,Sports,Electronic Arts,0.59,11-Sep-12,83.0,44.0,6.6,73.0,Electronic Arts
The Amazing Spider-Man (Console Version),PS3,Action,Activision,0.59,,,,,,
The Amazing Spider-Man (Console Version),X360,Action,Activision,0.57,,,,,,
Lollipop Chainsaw,PS3,Action,Warner Bros. Interactive Entertainment,0.55,12-Jun-12,67.0,37.0,6.9,164.0,Grasshopper Manufacture
NHL 13,PS3,Sports,Electronic Arts,0.52,11-Sep-12,84.0,22.0,6.6,43.0,Electronic Arts
The Walking Dead: A Telltale Games Series,PS3,Adventure,Avanquest Software,0.52,11-Dec-12,94.0,6.0,8.7,376.0,Telltale Games
SoulCalibur V,X360,Fighting,Namco Bandai Games,0.52,31-Jan-12,77.0,56.0,6.3,99.0,Project Soul
LEGO Batman 2: DC Super Heroes,3DS,Action,Warner Bros. Interactive Entertainment,0.52,19-Jun-12,72.0,6.0,5,20.0,TT Games
Angry Birds Trilogy,3DS,Action,Activision,0.49,25-Sep-12,62.0,7.0,4.5,16.0,Rovio Mobile
FIFA Soccer,PSV,Sports,Electronic Arts,0.48,15-Feb-12,79.0,45.0,7.2,69.0,Electronic Arts
Madden NFL 13,Wii,Sports,Electronic Arts,0.46,28-Aug-12,,,7.3,4.0,EA Tiburon
Dead or Alive 5,PS3,Fighting,Tecmo Koei,0.46,25-Sep-12,74.0,34.0,7.8,87.0,Team Ninja
Major League Baseball 2K12,X360,Sports,Take-Two Interactive,0.46,6-Mar-12,68.0,19.0,6.4,21.0,Visual Concepts
Mortal Kombat,PSV,Fighting,Warner Bros. Interactive Entertainment,0.43,1-May-12,85.0,51.0,7.6,145.0,NetherRealm Studios
Doom 3 BFG Edition,PS3,Shooter,Bethesda Softworks,0.43,16-Oct-12,67.0,16.0,5.8,80.0,id Software
Lollipop Chainsaw,X360,Action,Warner Bros. Interactive Entertainment,0.41,12-Jun-12,70.0,64.0,7,228.0,Grasshopper Manufacture
Rayman Origins,PSV,Platform,Ubisoft,0.41,15-Feb-12,88.0,54.0,8.5,226.0,UBlart Montpellier
Scribblenauts: Unlimited,3DS,Action,Warner Bros. Interactive Entertainment,0.41,13-Nov-12,73.0,13.0,7.1,16.0,5TH Cell
Doom 3 BFG Edition,X360,Shooter,Bethesda Softworks,0.4,16-Oct-12,67.0,30.0,6.3,114.0,id Software
Disney Epic Mickey 2: The Power of Two,X360,Action,Disney Interactive Studios,0.39,18-Nov-12,59.0,35.0,5,20.0,Blitz Games Studios
Street Fighter X Tekken,X360,Fighting,Capcom,0.39,6-Mar-12,83.0,45.0,4.2,162.0,Capcom
Sonic & Sega All-Stars Racing Transformed ,X360,Action,Sega,0.39,,,,,,
Silent Hill: Downpour,PS3,Adventure,Konami Digital Entertainment,0.36,13-Mar-12,64.0,41.0,7.1,196.0,Vatra
Ninja Gaiden 3,PS3,Action,Tecmo Koei,0.36,20-Mar-12,58.0,43.0,4.9,142.0,Team Ninja
Transformers: Fall of Cybertron,X360,Action,Activision,0.35,21-Aug-12,79.0,52.0,8.4,138.0,High Moon Studios
NBA 2K13,Wii,Action,Take-Two Interactive,0.34,2-Oct-12,,,8.5,8.0,Visual Concepts
Just Dance 4,PS3,Misc,Ubisoft,0.33,9-Oct-12,77.0,5.0,6.7,23.0,Ubisoft
The Darkness II,X360,Shooter,Take-Two Interactive,0.33,7-Feb-12,80.0,71.0,7.5,190.0,Digital Extremes
Asura's Wrath,PS3,Action,Capcom,0.32,21-Feb-12,71.0,39.0,7,114.0,CyberConnect2
Disney Epic Mickey 2: The Power of Two,PS3,Action,Disney Interactive Studios,0.32,18-Nov-12,59.0,36.0,4.6,18.0,Blitz Games Studios
FIFA Soccer 13,PSV,Action,Electronic Arts,0.32,25-Sep-12,57.0,9.0,4,83.0,Electronic Arts
Sonic & Sega All-Stars Racing Transformed ,PS3,Action,Sega,0.31,,,,,,
Sonic & Sega All-Stars Racing Transformed ,WiiU,Action,Sega,0.3,,,,,,
WipeOut 3 The Game,Wii,Action,Activision,0.3,,,,,,
Tekken Tag Tournament 2,X360,Fighting,Namco Bandai Games,0.29,11-Sep-12,83.0,35.0,7.1,54.0,Namco Bandai Games
Transformers: Fall of Cybertron,PS3,Action,Activision,0.28,21-Aug-12,77.0,32.0,8.1,67.0,High Moon Studios
Hot Shots Golf: World Invitational,PS3,Sports,Sony Computer Entertainment,0.28,23-Jul-13,,,9,4.0,Clap Hanz
Silent Hill: Downpour,X360,Adventure,Konami Digital Entertainment,0.27,13-Mar-12,68.0,38.0,7.6,190.0,Konami
Madden NFL 13,PSV,Sports,Electronic Arts,0.27,28-Aug-12,63.0,6.0,7.3,34.0,EA Tiburon
FIFA Soccer 13,PSP,Action,Electronic Arts,0.26,25-Sep-12,,,2.8,18.0,Electronic Arts
Pro Evolution Soccer 2013,X360,Sports,Konami Digital Entertainment,0.26,25-Sep-12,82.0,33.0,6.8,66.0,Konami
The Darkness II,PS3,Shooter,Take-Two Interactive,0.26,7-Feb-12,79.0,28.0,7.7,101.0,Digital Extremes
LEGO Batman 2: DC Super Heroes,PSV,Action,Warner Bros. Interactive Entertainment,0.24,19-Jun-12,62.0,9.0,6.6,31.0,TT Games
Just Dance 4,WiiU,Misc,Ubisoft,0.23,18-Nov-12,66.0,14.0,8.2,28.0,Ubisoft Paris
LEGO The Lord of the Rings,3DS,Action,Warner Bros. Interactive Entertainment,0.23,30-Oct-12,61.0,4.0,6.4,5.0,TT Games
Next Hatsune Miku: Project Diva,PSV,Misc,Sega,0.23,,,,,,
Assassin's Creed III,WiiU,Action,Ubisoft,0.23,18-Nov-12,85.0,26.0,7.1,143.0,Ubisoft Quebec
Pro Evolution Soccer 2013,PSP,Sports,Konami Digital Entertainment,0.23,6-Nov-12,,,tbd,,Konami
Silent Hill HD Collection,PS3,Action,Konami Digital Entertainment,0.23,20-Mar-12,70.0,33.0,4.1,90.0,Konami
AKB1/149: Love Election,PSP,Adventure,Namco Bandai Games,0.23,,,,,,
Call of Duty: Black Ops II,WiiU,Shooter,Activision,0.23,18-Nov-12,81.0,31.0,6.4,156.0,Treyarch
Dead or Alive 5,X360,Fighting,Ubisoft Annecy,0.23,25-Sep-12,76.0,39.0,7.7,82.0,Team Ninja
FIFA Soccer 13,3DS,Action,Electronic Arts,0.22,25-Sep-12,68.0,4.0,3.9,12.0,Electronic Arts
Scribblenauts: Unlimited,WiiU,Action,Warner Bros. Interactive Entertainment,0.21,13-Nov-12,73.0,42.0,7.4,90.0,5TH Cell
Ninja Gaiden 3,X360,Action,Tecmo Koei,0.21,20-Mar-12,58.0,39.0,4.4,127.0,Team Ninja
Sonic & Sega All-Stars Racing Transformed ,3DS,Action,Sega,0.2,,,,,,
Pro Yakyuu Spirits 2012,PSP,Action,Konami Digital Entertainment,0.2,,,,,,
Family Guy: Back to the Multiverse,X360,Action,Activision,0.2,20-Nov-12,39.0,28.0,4.8,37.0,Heavy Iron Studios
Game of Thrones,X360,Role-Playing,Focus Home Interactive,0.19,15-May-12,52.0,35.0,4.9,107.0,Cyanide Studios
Pro Yakyuu Spirits 2012,PS3,Action,Konami Digital Entertainment,0.19,,,,,,
Skylanders Giants,WiiU,Action,Activision,0.18,18-Nov-12,80.0,8.0,6.9,19.0,Vicarious Visions
Asura's Wrath,X360,Action,Capcom,0.18,21-Feb-12,71.0,54.0,6.4,101.0,CyberConnect2
LEGO The Lord of the Rings,PSV,Action,Warner Bros. Interactive Entertainment,0.18,30-Oct-12,54.0,8.0,4.9,21.0,TT Games
Game of Thrones,PS3,Role-Playing,Focus Home Interactive,0.17,15-May-12,53.0,14.0,5.5,71.0,Cyanide Studios
Anarchy Reigns,PS3,Action,Sega,0.17,8-Jan-13,71.0,35.0,8.3,88.0,PlatinumGames
Risen 2: Dark Waters,PS3,Role-Playing,Deep Silver,0.16,31-Jul-12,47.0,13.0,5.1,30.0,Piranha Bytes
Major League Baseball 2K12,PS3,Sports,Take-Two Interactive,0.16,6-Mar-12,68.0,8.0,4,4.0,Visual Concepts
Family Guy: Back to the Multiverse,PS3,Action,Activision,0.16,20-Nov-12,40.0,9.0,6.3,20.0,Heavy Iron Studios
Sonic & Sega All-Stars Racing Transformed ,PSV,Action,Sega,0.16,,,,,,
WipeOut 3 The Game,X360,Action,Activision,0.15,,,,,,
Disney Epic Mickey 2: The Power of Two,WiiU,Action,Disney Interactive Studios,0.14,18-Nov-12,57.0,14.0,4.9,37.0,Junction Point
FIFA Soccer 13,WiiU,Action,Electronic Arts,0.14,13-Nov-12,69.0,28.0,5.7,34.0,Electronic Arts
The Amazing Spider-Man (Console Version),3DS,Action,Activision,0.14,,,,,,
Angry Birds Trilogy,X360,Action,Activision,0.14,25-Sep-12,63.0,13.0,2.5,21.0,Rovio Mobile
Anarchy Reigns,X360,Action,Sega,0.13,8-Jan-13,73.0,38.0,7.8,97.0,PlatinumGames
Major League Baseball 2K12,Wii,Sports,Take-Two Interactive,0.13,6-Mar-12,,,tbd,,Visual Concepts
Silent Hill HD Collection,X360,Action,Konami Digital Entertainment,0.13,20-Mar-12,69.0,17.0,5.7,72.0,Konami
Pro Evolution Soccer 2013,3DS,Sports,Konami Digital Entertainment,0.13,20-Nov-12,,,7,7.0,Konami
Ridge Racer Unbounded,PS3,Racing,Namco Bandai Games,0.13,27-Mar-12,72.0,20.0,6.4,24.0,Bugbear
Street Fighter X Tekken,PSV,Fighting,Capcom,0.12,23-Oct-12,79.0,25.0,7.3,52.0,Capcom
The Amazing Spider-Man (Console Version),Wii,Action,Activision,0.12,,,,,,
WipeOut 3 The Game,3DS,Action,Activision,0.12,,,,,,
Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,0.12,18-Nov-12,83.0,28.0,7.7,46.0,Namco Bandai Games
Mass Effect 3,WiiU,Role-Playing,Electronic Arts,0.12,13-Nov-12,85.0,33.0,7.1,124.0,Straight Right
Risen 2: Dark Waters,X360,Role-Playing,Deep Silver,0.12,31-Jul-12,60.0,18.0,5.6,39.0,Piranha Bytes
LEGO Harry Potter: Years 5-7,PSV,Action,Warner Bros. Interactive Entertainment,0.11,6-Mar-12,64.0,19.0,6.1,11.0,Traveller's Tales
Robotics;Notes,PS3,Adventure,5pb,0.11,,,,,,
Warriors Orochi 3,PSP,Action,Ubisoft Annecy,0.11,,,,,,
Darksiders II,WiiU,Action,THQ,0.1,18-Nov-12,85.0,36.0,7.9,86.0,Vigil Games
Transformers: Prime,3DS,Action,Activision,0.09,,,,,,
Atelier Totori: The Adventurer of Arland,PSV,Role-Playing,Gust,0.09,,,,,,
Romance of the Three Kingdoms XII,PS3,Strategy,Tecmo Koei,0.08,,,,,,
Ridge Racer Unbounded,X360,Racing,Namco Bandai Games,0.08,27-Mar-12,71.0,59.0,7.7,52.0,Bugbear
Rayman Origins,3DS,Platform,Ubisoft,0.08,6-Nov-12,71.0,8.0,6.1,41.0,UBlart Montpellier
Angry Birds Trilogy,PS3,Action,Activision,0.08,25-Sep-12,66.0,8.0,2.8,16.0,Rovio Mobile
AKB1/149: Love Election,PSV,Adventure,Namco Bandai Games,0.07,,,,,,
Winning Post 7 2012,PS3,Sports,Ackkstudios,0.07,,,,,,
Madden NFL 13,WiiU,Sports,Electronic Arts,0.07,13-Nov-12,75.0,9.0,6.6,23.0,EA Tiburon
Pro Evolution Soccer 2013,Wii,Sports,Konami Digital Entertainment,0.07,6-Nov-12,,,tbd,,Konami
WipeOut 3 The Game,WiiU,Action,Activision,0.07,,,,,,
Steins;Gate: Hiyoku Renri no Darling,PSP,Action,5pb,0.06,,,,,,
Major League Baseball 2K12,PSP,Sports,Take-Two Interactive,0.06,6-Mar-12,,,tbd,,Visual Concepts
Pro Yakyuu Spirits 2012,PSV,Action,Konami Digital Entertainment,0.06,,,,,,
Transformers: Prime,WiiU,Action,Activision,0.06,,,,,,
Ninja Gaiden 3,WiiU,Action,Nintendo,0.05,,,,,,
Skylanders Giants,3DS,Action,Activision,0.05,21-Oct-12,59.0,9.0,5.8,10.0,n-Space
Time Travelers,PSV,Adventure,Level 5,0.05,,,,,,
Inversion,PS3,Shooter,Namco Bandai Games,0.05,5-Jun-12,56.0,23.0,5.4,38.0,Saber Interactive
JoJo's Bizarre Adventure: All Star Battle,3DS,Fighting,Take-Two Interactive,0.04,,,,,,
White Album 2: Shiawase no Mukougawa,PS3,Adventure,Aqua Plus,0.04,,,,,,
Mahjong * Dream C Club,PS3,Action,D3Publisher,0.04,,,,,,
